pengajuan_id,nasabah_id,platform_id,platform_tipe,tgl_pengajuan,tipe_produk,tujuan,jumlah_diajukan,tenor_bln,lama_platform_bln,platform_ontime_rate,n_pinjaman_sebelumnya,n_lancar,n_macet,avg_telat_hari,listrik_pct_tepat,ew_aktif_bln,ew_trx_per_bln,ew_spike,is_gig,gig_income_avg,gig_konsisten,gig_cancel_rate,punya_rekening,bpjs_rutin,punya_toko_online,omzet_toko_online,skor_ai,kategori_risiko,rekomendasi,prob_default,label_default,faktor_positif,faktor_negatif
L1AJN01094,L1NSB01094,PLT001,P2P Lending,2024-05-11,P2P Lending,Renovasi,1000000,12,8,0.78,0,0,0,0.0,75.0,14,37,0,0,0,0,0.0,0,1,0,0,69,Menengah,Setujui,0.18,0,On-time rate 78% (+5) | Listrik 75.0% tepat waktu (+3) | E-wallet aktif 14 bulan (+5) | Transaksi e-wallet 37/bln (+3),
L1AJN01095,L1NSB01095,PLT002,P2P Lending,2024-12-07,P2P Lending,Konsumsi,3000000,9,15,0.92,3,3,0,1.3,75.0,10,58,0,0,0,0,0.0,0,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 15 bulan (+7) | On-time rate 92% (+10) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7),
L1AJN01096,L1NSB01096,PLT001,P2P Lending,2024-10-10,P2P Lending,Konsumsi,3000000,1,2,0.92,2,0,1,161.5,70.8,23,10,0,1,2606000,1,0.12,1,1,0,0,56,Menengah,Setujui,0.255,1,On-time rate 92% (+10) | E-wallet aktif 23 bulan (+5) | Income gig konsisten 6 bulan (+8) | Punya rekening bank (+4),1 pinjaman macet (-12) | Rata-rata telat 162 hari (-10) | Cancel rate gig 12% (-4)
L1AJN01097,L1NSB01097,PLT005,P2P Lending,2024-03-20,P2P Lending,Konsumsi,1000000,12,11,0.67,0,0,0,0.0,100.0,0,0,0,0,0,0,0.0,0,1,0,0,57,Menengah,Setujui,0.249,0,Listrik 100.0% tepat waktu (+7) | BPJS dibayar rutin (+3),
L1AJN01098,L1NSB01098,PLT005,P2P Lending,2024-08-31,P2P Lending,Modal usaha,1000000,6,17,0.61,2,2,0,1.5,70.8,14,5,0,0,0,0,0.0,0,0,0,0,81,Rendah,Setujui,0.11,0,Aktif di platform 17 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | E-wallet aktif 14 bulan (+5),
L1AJN01099,L1NSB01099,PLT004,Multifinance,2024-01-05,Multifinance,Motor baru,5000000,36,25,0.83,2,2,0,1.0,79.2,19,24,0,0,0,0,0.0,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 25 bulan (+7) | On-time rate 83% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN01100,L1NSB01100,PLT002,P2P Lending,2024-06-17,P2P Lending,Modal usaha,3000000,3,30,0.75,2,2,0,1.5,91.7,10,66,0,0,0,0,0.0,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 30 bulan (+7) | On-time rate 75% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN01101,L1NSB01101,PLT001,P2P Lending,2024-10-13,P2P Lending,Renovasi,3000000,3,22,0.76,2,0,0,55.5,100.0,21,14,0,0,0,0,0.0,0,1,0,0,72,Rendah,Setujui,0.162,0,Aktif di platform 22 bulan (+7) | On-time rate 76% (+5) | Tidak ada riwayat macet (+7) | Listrik 100.0% tepat waktu (+7),Rata-rata telat 56 hari (-10)
L1AJN01102,L1NSB01102,PLT004,Multifinance,2024-08-02,Multifinance,Motor baru,5000000,18,16,0.87,1,1,0,0.0,87.5,0,0,0,1,0,0,0.0,0,0,0,0,75,Rendah,Setujui,0.145,0,Aktif di platform 16 bulan (+7) | On-time rate 87% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01103,L1NSB01103,PLT003,Multifinance,2024-04-09,Multifinance,Mesin usaha,20000000,36,4,0.76,1,1,0,3.0,91.7,20,42,0,0,0,0,0.0,1,1,0,0,92,Rendah,Setujui,0.046,0,On-time rate 76% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),
L1AJN01104,L1NSB01104,PLT001,P2P Lending,2024-09-14,P2P Lending,Modal usaha,3000000,12,8,0.94,2,2,0,1.5,95.8,15,79,0,0,0,0,0.0,1,1,0,0,95,Rendah,Setujui,0.029,0,On-time rate 94% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7),
L1AJN01105,L1NSB01105,PLT001,P2P Lending,2024-07-07,P2P Lending,Pendidikan,2000000,3,1,0.63,0,0,0,0.0,58.3,18,57,0,0,0,0,0.0,1,1,0,0,69,Menengah,Setujui,0.18,0,E-wallet aktif 18 bulan (+5) | Transaksi e-wallet 57/bln (+3) | Punya rekening bank (+4) | BPJS dibayar rutin (+3),
L1AJN01106,L1NSB01106,PLT005,P2P Lending,2024-03-26,P2P Lending,Modal usaha,5000000,9,5,0.8,2,1,0,6.5,70.8,12,14,0,0,0,0,0.0,0,0,0,0,71,Rendah,Setujui,0.168,0,On-time rate 80% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | E-wallet aktif 12 bulan (+5),
L1AJN01107,L1NSB01107,PLT005,P2P Lending,2024-12-10,P2P Lending,Pendidikan,500000,3,18,0.74,0,0,0,0.0,100.0,23,33,0,0,0,0,0.0,0,1,0,0,71,Rendah,Setujui,0.168,0,Aktif di platform 18 bulan (+7) | Listrik 100.0% tepat waktu (+7) | E-wallet aktif 23 bulan (+5) | Transaksi e-wallet 33/bln (+3),5 tanggungan (-5)
L1AJN01108,L1NSB01108,PLT002,P2P Lending,2024-04-19,P2P Lending,Modal usaha,1000000,12,3,0.85,2,0,0,84.0,95.8,23,12,0,0,0,0,0.0,1,0,0,0,67,Menengah,Setujui,0.191,1,On-time rate 85% (+5) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7) | E-wallet aktif 23 bulan (+5),Rata-rata telat 84 hari (-10)
L1AJN01109,L1NSB01109,PLT001,P2P Lending,2024-09-24,P2P Lending,Pendidikan,3000000,1,24,0.9,3,3,0,3.0,70.8,13,77,1,0,0,0,0.0,0,1,0,0,92,Rendah,Setujui,0.046,0,Aktif di platform 24 bulan (+7) | On-time rate 90% (+10) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01110,L1NSB01110,PLT003,Multifinance,2024-09-15,Multifinance,Elektronik,20000000,12,12,0.84,2,2,0,2.5,79.2,6,69,0,0,0,0,0.0,1,0,0,0,86,Rendah,Setujui,0.081,0,Aktif di platform 12 bulan (+7) | On-time rate 84% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN01111,L1NSB01111,PLT005,P2P Lending,2024-04-22,P2P Lending,Konsumsi,5000000,6,17,0.59,2,2,0,0.5,79.2,10,44,0,0,0,0,0.0,0,0,0,0,78,Rendah,Setujui,0.128,0,Aktif di platform 17 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 79.2% tepat waktu (+3),4 tanggungan (-5)
L1AJN01112,L1NSB01112,PLT001,P2P Lending,2024-06-29,P2P Lending,Pendidikan,2000000,1,22,0.56,1,1,0,1.0,91.7,13,48,0,0,0,0,0.0,0,0,0,0,81,Rendah,Setujui,0.11,0,Aktif di platform 22 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),4 tanggungan (-5)
L1AJN01113,L1NSB01113,PLT004,Multifinance,2024-12-25,Multifinance,Mesin usaha,3000000,24,8,0.59,0,0,0,0.0,91.7,10,72,0,1,6763000,0,0.14,1,0,0,0,64,Menengah,Setujui,0.209,0,Listrik 91.7% tepat waktu (+7) | Transaksi e-wallet 72/bln (+3) | Rating gig 4.9 (+5) | Punya rekening bank (+4),Cancel rate gig 14% (-4)
L1AJN01114,L1NSB01114,PLT003,Multifinance,2024-10-01,Multifinance,Motor bekas,15000000,18,24,0.82,1,1,0,2.0,91.7,18,76,0,1,5125000,1,0.04,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 24 bulan (+7) | On-time rate 82% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01115,L1NSB01115,PLT004,Multifinance,2024-07-01,Multifinance,Mesin usaha,3000000,36,1,0.75,3,2,1,47.3,58.3,10,8,0,1,4704000,1,0.02,1,1,0,0,57,Menengah,Setujui,0.249,0,On-time rate 75% (+5) | 2 pinjaman lancar (+10) | Income gig konsisten 6 bulan (+8) | Punya rekening bank (+4),1 pinjaman macet (-12) | Rata-rata telat 47 hari (-10)
L1AJN01116,L1NSB01116,PLT005,P2P Lending,2024-08-20,P2P Lending,Modal usaha,1000000,9,2,0.65,2,1,0,25.5,62.5,0,0,0,1,5787000,1,0.1,0,0,0,0,73,Rendah,Setujui,0.157,0,1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Income gig konsisten 6 bulan (+8) | Rating gig 4.9 (+5),5 tanggungan (-5)
L1AJN01117,L1NSB01117,PLT001,P2P Lending,2024-01-20,P2P Lending,Renovasi,2000000,9,25,0.6,0,0,0,0.0,66.7,9,47,0,0,0,0,0.0,1,1,0,0,65,Menengah,Setujui,0.203,0,Aktif di platform 25 bulan (+7) | Transaksi e-wallet 47/bln (+3) | Punya rekening bank (+4) | BPJS dibayar rutin (+3),
L1AJN01118,L1NSB01118,PLT001,P2P Lending,2024-05-15,P2P Lending,Renovasi,1000000,6,17,0.57,0,0,0,0.0,91.7,24,36,0,1,5508000,1,0.1,0,0,0,0,77,Rendah,Setujui,0.133,1,Aktif di platform 17 bulan (+7) | Listrik 91.7% tepat waktu (+7) | E-wallet aktif 24 bulan (+5) | Transaksi e-wallet 36/bln (+3),5 tanggungan (-5)
L1AJN01119,L1NSB01119,PLT001,P2P Lending,2024-06-27,P2P Lending,Renovasi,2000000,9,6,0.84,2,1,0,6.0,70.8,21,78,0,0,0,0,0.0,0,0,0,0,74,Rendah,Setujui,0.151,0,On-time rate 84% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | E-wallet aktif 21 bulan (+5),5 tanggungan (-5)
L1AJN01120,L1NSB01120,PLT004,Multifinance,2024-03-18,Multifinance,Elektronik,3000000,12,31,0.56,1,1,0,2.0,91.7,17,7,0,0,0,0,0.0,1,0,0,0,88,Rendah,Setujui,0.07,0,Aktif di platform 31 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),
L1AJN01121,L1NSB01121,PLT002,P2P Lending,2024-11-11,P2P Lending,Pendidikan,3000000,3,33,0.66,2,1,0,15.5,62.5,21,64,1,1,2446000,1,0.02,1,1,0,0,92,Rendah,Setujui,0.046,0,Aktif di platform 33 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | E-wallet aktif 21 bulan (+5),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01122,L1NSB01122,PLT005,P2P Lending,2024-03-15,P2P Lending,Modal usaha,3000000,9,11,0.83,3,2,0,2.7,62.5,17,58,1,1,0,0,0.0,1,1,0,0,81,Rendah,Setujui,0.11,0,On-time rate 83% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | E-wallet aktif 17 bulan (+5),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01123,L1NSB01123,PLT001,P2P Lending,2024-01-02,P2P Lending,Modal usaha,5000000,9,25,0.72,0,0,0,0.0,70.8,0,0,0,0,0,0,0.0,0,1,0,0,58,Menengah,Setujui,0.244,0,Aktif di platform 25 bulan (+7) | BPJS dibayar rutin (+3),
L1AJN01124,L1NSB01124,PLT001,P2P Lending,2024-12-02,P2P Lending,Modal usaha,5000000,9,2,0.55,0,0,0,0.0,70.8,24,31,0,1,7730000,1,0.14,1,1,0,0,77,Rendah,Setujui,0.133,0,E-wallet aktif 24 bulan (+5) | Transaksi e-wallet 31/bln (+3) | Income gig konsisten 6 bulan (+8) | Rating gig 4.5 (+5),Cancel rate gig 14% (-4)
L1AJN01125,L1NSB01125,PLT003,Multifinance,2024-06-13,Multifinance,Motor baru,15000000,18,5,0.84,0,0,0,0.0,75.0,21,15,0,0,0,0,0.0,1,1,0,0,71,Rendah,Setujui,0.168,0,On-time rate 84% (+5) | Listrik 75.0% tepat waktu (+3) | E-wallet aktif 21 bulan (+5) | Punya rekening bank (+4),
L1AJN01126,L1NSB01126,PLT002,P2P Lending,2024-03-28,P2P Lending,Renovasi,5000000,12,12,0.62,1,1,0,2.0,58.3,17,8,0,1,0,0,0.0,1,0,0,0,77,Rendah,Setujui,0.133,1,Aktif di platform 12 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | E-wallet aktif 17 bulan (+5),4 tanggungan (-5)
L1AJN01127,L1NSB01127,PLT005,P2P Lending,2024-05-20,P2P Lending,Pendidikan,3000000,3,13,0.63,1,1,0,2.0,83.3,0,0,0,0,0,0,0.0,1,0,0,0,74,Rendah,Setujui,0.151,0,Aktif di platform 13 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),4 tanggungan (-5)
L1AJN01128,L1NSB01128,PLT005,P2P Lending,2024-12-11,P2P Lending,Konsumsi,500000,1,20,0.88,3,2,0,7.7,66.7,0,0,0,1,2396000,1,0.01,1,0,0,0,93,Rendah,Setujui,0.041,0,Aktif di platform 20 bulan (+7) | On-time rate 88% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN01129,L1NSB01129,PLT004,Multifinance,2024-07-17,Multifinance,Mesin usaha,10000000,36,9,0.68,2,2,0,2.0,58.3,0,0,0,1,0,0,0.0,1,1,0,0,72,Rendah,Setujui,0.162,0,2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Punya rekening bank (+4) | BPJS dibayar rutin (+3),
L1AJN01130,L1NSB01130,PLT004,Multifinance,2024-10-14,Multifinance,Motor bekas,3000000,12,17,0.85,2,0,0,52.0,70.8,15,79,1,0,0,0,0.0,0,1,0,0,63,Menengah,Setujui,0.215,0,Aktif di platform 17 bulan (+7) | On-time rate 85% (+5) | Tidak ada riwayat macet (+7) | E-wallet aktif 15 bulan (+5),Rata-rata telat 52 hari (-10) | Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01131,L1NSB01131,PLT004,Multifinance,2024-10-02,Multifinance,Mesin usaha,7000000,12,9,0.88,1,1,0,1.0,91.7,17,25,0,0,0,0,0.0,1,1,0,0,85,Rendah,Setujui,0.087,0,On-time rate 88% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),
L1AJN01132,L1NSB01132,PLT005,P2P Lending,2024-07-28,P2P Lending,Modal usaha,3000000,1,5,0.62,3,2,0,5.0,70.8,0,0,0,1,0,0,0.0,0,1,0,0,70,Rendah,Setujui,0.174,0,2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | BPJS dibayar rutin (+3),
L1AJN01133,L1NSB01133,PLT003,Multifinance,2024-06-12,Multifinance,Elektronik,7000000,12,22,0.97,2,2,0,1.0,79.2,14,19,0,0,0,0,0.0,0,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 22 bulan (+7) | On-time rate 97% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN01134,L1NSB01134,PLT005,P2P Lending,2024-07-13,P2P Lending,Pendidikan,3000000,6,22,0.76,1,0,0,22.0,83.3,21,38,0,0,0,0,0.0,0,1,0,0,84,Rendah,Setujui,0.093,0,Aktif di platform 22 bulan (+7) | On-time rate 76% (+5) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),
L1AJN01135,L1NSB01135,PLT003,Multifinance,2024-02-04,Multifinance,Mesin usaha,20000000,36,21,0.94,0,0,0,0.0,62.5,6,29,0,0,0,0,0.0,0,0,0,0,72,Rendah,Setujui,0.162,0,Aktif di platform 21 bulan (+7) | On-time rate 94% (+10) | Transaksi e-wallet 29/bln (+3),
L1AJN01136,L1NSB01136,PLT005,P2P Lending,2024-10-31,P2P Lending,Renovasi,2000000,6,28,0.79,2,2,0,0.5,62.5,0,0,0,0,0,0,0.0,1,0,0,0,79,Rendah,Setujui,0.122,0,Aktif di platform 28 bulan (+7) | On-time rate 79% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN01137,L1NSB01137,PLT003,Multifinance,2024-10-14,Multifinance,Motor baru,15000000,12,30,0.71,0,0,0,0.0,100.0,0,0,0,0,0,0,0.0,1,1,0,0,74,Rendah,Setujui,0.151,0,Aktif di platform 30 bulan (+7) | Listrik 100.0% tepat waktu (+7) | Punya rekening bank (+4) | BPJS dibayar rutin (+3),
L1AJN01138,L1NSB01138,PLT003,Multifinance,2024-12-08,Multifinance,Motor baru,7000000,24,16,0.94,1,0,0,29.0,100.0,19,38,0,0,0,0,0.0,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 16 bulan (+7) | On-time rate 94% (+10) | Tidak ada riwayat macet (+7) | Listrik 100.0% tepat waktu (+7),
L1AJN01139,L1NSB01139,PLT003,Multifinance,2024-01-07,Multifinance,Motor baru,5000000,12,36,0.66,1,0,0,17.0,83.3,0,0,0,1,6029000,1,0.02,0,1,0,0,78,Rendah,Setujui,0.128,0,Aktif di platform 36 bulan (+7) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3) | Income gig konsisten 6 bulan (+8),4 tanggungan (-5)
L1AJN01140,L1NSB01140,PLT002,P2P Lending,2024-11-17,P2P Lending,Renovasi,5000000,6,32,0.95,0,0,0,0.0,75.0,21,45,0,0,0,0,0.0,0,0,0,0,77,Rendah,Setujui,0.133,0,Aktif di platform 32 bulan (+7) | On-time rate 95% (+10) | Listrik 75.0% tepat waktu (+3) | E-wallet aktif 21 bulan (+5),
L1AJN01141,L1NSB01141,PLT001,P2P Lending,2024-11-30,P2P Lending,Pendidikan,5000000,6,36,0.65,0,0,0,0.0,75.0,0,0,0,0,0,0,0.0,0,1,0,0,64,Menengah,Setujui,0.209,0,Aktif di platform 36 bulan (+7) | Listrik 75.0% tepat waktu (+3) | BPJS dibayar rutin (+3),
L1AJN01142,L1NSB01142,PLT001,P2P Lending,2024-02-15,P2P Lending,Renovasi,1000000,1,28,0.89,2,1,0,14.5,95.8,0,0,0,1,6395000,0,0.11,1,1,0,0,88,Rendah,Setujui,0.07,0,Aktif di platform 28 bulan (+7) | On-time rate 89% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),Cancel rate gig 11% (-4)
L1AJN01143,L1NSB01143,PLT002,P2P Lending,2024-02-18,P2P Lending,Renovasi,2000000,1,35,0.95,3,2,1,64.7,79.2,15,59,0,1,2307000,1,0.05,0,1,0,0,79,Rendah,Setujui,0.122,0,Aktif di platform 35 bulan (+7) | On-time rate 95% (+10) | 2 pinjaman lancar (+10) | Listrik 79.2% tepat waktu (+3),1 pinjaman macet (-12) | Rata-rata telat 65 hari (-10)
L1AJN01144,L1NSB01144,PLT002,P2P Lending,2024-02-13,P2P Lending,Renovasi,3000000,6,12,0.79,2,2,0,2.0,70.8,21,18,0,0,0,0,0.0,0,1,0,0,81,Rendah,Setujui,0.11,0,Aktif di platform 12 bulan (+7) | On-time rate 79% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),4 tanggungan (-5)
L1AJN01145,L1NSB01145,PLT004,Multifinance,2024-12-02,Multifinance,Mesin usaha,20000000,18,6,0.77,3,2,0,8.3,91.7,24,46,1,0,0,0,0.0,0,1,0,0,77,Rendah,Setujui,0.133,0,On-time rate 77% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),4 tanggungan (-5) | Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01146,L1NSB01146,PLT005,P2P Lending,2024-09-09,P2P Lending,Konsumsi,5000000,9,32,0.78,3,2,0,10.3,100.0,21,35,0,0,0,0,0.0,0,1,0,0,94,Rendah,Setujui,0.035,0,Aktif di platform 32 bulan (+7) | On-time rate 78% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN01147,L1NSB01147,PLT005,P2P Lending,2024-04-28,P2P Lending,Modal usaha,3000000,6,5,0.59,4,3,0,17.8,87.5,17,24,1,0,0,0,0.0,0,0,0,0,74,Rendah,Setujui,0.151,0,3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 87.5% tepat waktu (+3) | E-wallet aktif 17 bulan (+5),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01148,L1NSB01148,PLT003,Multifinance,2024-07-10,Multifinance,Motor bekas,5000000,36,15,0.9,2,2,0,1.5,87.5,9,71,0,0,0,0,0.0,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 15 bulan (+7) | On-time rate 90% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN01149,L1NSB01149,PLT004,Multifinance,2024-06-17,Multifinance,Motor bekas,3000000,24,23,0.75,1,1,0,0.0,79.2,0,0,0,0,0,0,0.0,1,0,0,0,78,Rendah,Setujui,0.128,0,Aktif di platform 23 bulan (+7) | On-time rate 75% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01150,L1NSB01150,PLT002,P2P Lending,2024-10-30,P2P Lending,Modal usaha,2000000,9,11,0.71,1,1,0,2.0,95.8,10,54,0,0,0,0,0.0,1,1,0,0,76,Rendah,Setujui,0.139,0,1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7) | Transaksi e-wallet 54/bln (+3),4 tanggungan (-5)
L1AJN01151,L1NSB01151,PLT003,Multifinance,2024-10-02,Multifinance,Elektronik,20000000,36,11,0.91,0,0,0,0.0,100.0,14,9,0,1,7965000,0,0.08,0,1,0,0,76,Rendah,Setujui,0.139,0,On-time rate 91% (+10) | Listrik 100.0% tepat waktu (+7) | E-wallet aktif 14 bulan (+5) | BPJS dibayar rutin (+3),
L1AJN01152,L1NSB01152,PLT002,P2P Lending,2024-10-21,P2P Lending,Modal usaha,3000000,3,5,0.95,3,1,0,13.0,62.5,0,0,0,0,0,0,0.0,0,1,0,0,73,Rendah,Setujui,0.157,0,On-time rate 95% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | BPJS dibayar rutin (+3),5 tanggungan (-5)
L1AJN01153,L1NSB01153,PLT002,P2P Lending,2024-12-09,P2P Lending,Modal usaha,2000000,3,11,0.7,1,0,0,85.0,83.3,10,25,1,0,0,0,0.0,0,0,0,0,48,Tinggi,Tolak,0.302,1,Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3) | Transaksi e-wallet 25/bln (+3),Rata-rata telat 85 hari (-10) | Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN01154,L1NSB01154,PLT005,P2P Lending,2024-06-25,P2P Lending,Pendidikan,500000,1,24,0.87,0,0,0,0.0,87.5,0,0,0,1,7698000,0,0.03,1,0,0,0,72,Rendah,Setujui,0.162,0,Aktif di platform 24 bulan (+7) | On-time rate 87% (+5) | Listrik 87.5% tepat waktu (+3) | Rating gig 4.6 (+5),4 tanggungan (-5)
L1AJN01155,L1NSB01155,PLT005,P2P Lending,2024-12-01,P2P Lending,Renovasi,3000000,12,11,0.9,0,0,0,0.0,70.8,0,0,0,0,0,0,0.0,0,1,0,0,61,Menengah,Setujui,0.226,1,On-time rate 90% (+10) | BPJS dibayar rutin (+3),
L1AJN01156,L1NSB01156,PLT004,Multifinance,2024-01-20,Multifinance,Mesin usaha,3000000,12,8,0.95,1,0,0,21.0,100.0,0,0,0,0,0,0,0.0,1,0,0,0,77,Rendah,Setujui,0.133,0,On-time rate 95% (+10) | Tidak ada riwayat macet (+7) | Listrik 100.0% tepat waktu (+7) | Punya rekening bank (+4),
L1AJN01157,L1NSB01157,PLT004,Multifinance,2024-08-04,Multifinance,Mesin usaha,5000000,12,26,0.96,1,1,0,3.0,100.0,14,19,0,1,7307000,1,0.06,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 26 bulan (+7) | On-time rate 96% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN01158,L1NSB01158,PLT003,Multifinance,2024-01-02,Multifinance,Motor baru,15000000,36,33,0.85,2,2,0,2.0,100.0,0,0,0,1,1517000,1,0.11,0,1,0,0,93,Rendah,Setujui,0.041,0,Aktif di platform 33 bulan (+7) | On-time rate 85% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),Cancel rate gig 11% (-4)
L1AJN01159,L1NSB01159,PLT003,Multifinance,2024-02-01,Multifinance,Elektronik,20000000,36,2,0.84,1,1,0,1.0,100.0,11,67,0,1,3322000,1,0.02,1,1,0,0,95,Rendah,Setujui,0.029,0,On-time rate 84% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 100.0% tepat waktu (+7),
L1AJN01160,L1NSB01160,PLT001,P2P Lending,2024-09-13,P2P Lending,Pendidikan,3000000,1,32,0.92,3,3,0,1.3,79.2,13,31,0,0,0,0,0.0,0,0,0,0,92,Rendah,Setujui,0.046,0,Aktif di platform 32 bulan (+7) | On-time rate 92% (+10) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7),5 tanggungan (-5)
L1AJN01161,L1NSB01161,PLT002,P2P Lending,2024-11-23,P2P Lending,Modal usaha,3000000,3,24,0.69,2,2,0,0.5,66.7,15,18,0,0,0,0,0.0,0,1,0,0,82,Rendah,Setujui,0.104,0,Aktif di platform 24 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | E-wallet aktif 15 bulan (+5),
L1AJN01162,L1NSB01162,PLT005,P2P Lending,2024-05-31,P2P Lending,Modal usaha,3000000,12,31,0.75,3,3,0,2.0,62.5,21,12,0,1,0,0,0.0,0,0,0,0,90,Rendah,Setujui,0.058,0,Aktif di platform 31 bulan (+7) | On-time rate 75% (+5) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7),
L1AJN01163,L1NSB01163,PLT003,Multifinance,2024-03-13,Multifinance,Motor bekas,3000000,12,34,0.72,0,0,0,0.0,66.7,22,31,0,1,2414000,1,0.11,0,0,0,0,71,Rendah,Setujui,0.168,0,Aktif di platform 34 bulan (+7) | E-wallet aktif 22 bulan (+5) | Transaksi e-wallet 31/bln (+3) | Income gig konsisten 6 bulan (+8),Cancel rate gig 11% (-4)
L1AJN01164,L1NSB01164,PLT004,Multifinance,2024-08-04,Multifinance,Mesin usaha,20000000,24,36,0.68,0,0,0,0.0,95.8,13,14,0,0,0,0,0.0,0,1,0,0,73,Rendah,Setujui,0.157,0,Aktif di platform 36 bulan (+7) | Listrik 95.8% tepat waktu (+7) | E-wallet aktif 13 bulan (+5) | BPJS dibayar rutin (+3),
L1AJN01165,L1NSB01165,PLT003,Multifinance,2024-04-11,Multifinance,Mesin usaha,15000000,12,25,0.81,1,1,0,3.0,91.7,0,0,0,1,6824000,1,0.12,0,0,0,0,89,Rendah,Setujui,0.064,0,Aktif di platform 25 bulan (+7) | On-time rate 81% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),Cancel rate gig 12% (-4)
